title,jurisdiction,abbreviations,url
Reports of Bankruptcy and Companies (Winding Up) Cases,uk,B.& C.R.,https://legalabbrevs.cardiff.ac.uk/record/reports-of-bankruptcy-and-companies-winding-up-cases/
"Reports of Patent, Design and Trade Mark Cases",uk,"Cut.Pat.Cas., Cutler, R.P.C., R.Pat.Cas., Rep.Pat.Cas., Rep.Pat.Des.& Tr.Cas., RPC",https://legalabbrevs.cardiff.ac.uk/record/reports-of-patent-design-and-trade-mark-cases/
Reports of Selected War Pensions Appeals,uk,W.P.A.R.,https://legalabbrevs.cardiff.ac.uk/record/reports-of-selected-war-pensions-appeals/
Reports of the United States Board of Tax Appeals,us,B.T.A.,https://legalabbrevs.cardiff.ac.uk/record/reports-of-the-united-states-board-of-tax-appeals/
Reports of the United States Tax Court,us,"T.C., T.Ct.",https://legalabbrevs.cardiff.ac.uk/record/reports-of-the-united-states-tax-court/
Res Gestae,us,Res Gestae,https://legalabbrevs.cardiff.ac.uk/record/res-gestae/
Res Publica (UK),uk,Res Publica,https://legalabbrevs.cardiff.ac.uk/record/res-publica-uk/
Restitution Law Review,uk,"R.L.R., Restitution L.Rev., RLR",https://legalabbrevs.cardiff.ac.uk/record/restitution-law-review/
Revenue,uk,Revenue,https://legalabbrevs.cardiff.ac.uk/record/revenue/
Review of Litigation,us,"Rev.Lit., Rev.Litig., Rev.Litigation",https://legalabbrevs.cardiff.ac.uk/record/review-of-litigation/
Review of Taxation of Individuals,us,Rev.Tax'n Individuals,https://legalabbrevs.cardiff.ac.uk/record/review-of-taxation-of-individuals/
Revised Code of Washington,us,Wash.Rev.Code,https://legalabbrevs.cardiff.ac.uk/record/revised-code-of-washington/
Revised Code of Washington Annotated,us,Wash.Rev.Code Ann.,https://legalabbrevs.cardiff.ac.uk/record/revised-code-of-washington-annotated/
Revised Codes of Montana Annotated,us,Mont.Rev.Code Ann.,https://legalabbrevs.cardiff.ac.uk/record/revised-codes-of-montana-annotated/
Revised Reports,uk,"R.R., Rev.R., Rev.Rep., Revised R.",https://legalabbrevs.cardiff.ac.uk/record/revised-reports/
Revised Statutes of Nebraska,us,Neb.Rev.Stat.,https://legalabbrevs.cardiff.ac.uk/record/revised-statutes-of-nebraska/
Revised Statutes of Nebraska Annotated,us,Neb.Rev.Stat.Ann.,https://legalabbrevs.cardiff.ac.uk/record/revised-statutes-of-nebraska-annotated/
Rhode Island Bar Journal,us,R.I.B.J.,https://legalabbrevs.cardiff.ac.uk/record/rhode-island-bar-journal/
Rhode Island Board of Railroad Commissioners Reports,us,R.I.Bd.R.C.,https://legalabbrevs.cardiff.ac.uk/record/rhode-island-board-of-railroad-commissioners-reports/
Rhode Island Decisions,us,R.I.Dec.,https://legalabbrevs.cardiff.ac.uk/record/rhode-island-decisions/
Rhode Island Government Register,us,R.I.Gov't Reg.,https://legalabbrevs.cardiff.ac.uk/record/rhode-island-government-register/
Rhode Island Reports,us,R.I.,https://legalabbrevs.cardiff.ac.uk/record/rhode-island-reports/
Rhode Island Superior Court Transcripts,us,R.I.R.,https://legalabbrevs.cardiff.ac.uk/record/rhode-island-superior-court-transcripts/
Rice’s South Carolina Equity Reports,us,"Rice Ch., Rice Eq., S.C.Eq.(Rice.Eq.)",https://legalabbrevs.cardiff.ac.uk/record/rices-south-carolina-equity-reports/
Rice’s South Carolina Law Reports,us,"Rice, Rice L.(S.C.), S.C.L.(Rice)",https://legalabbrevs.cardiff.ac.uk/record/rices-south-carolina-law-reports/
Richardson’s South Carolina Equity Cases,us,"Rich.Cas., Rich.Cas.(S.C.), Rich.Eq.Cas., S.C.Eq.(Rich.Cas.)",https://legalabbrevs.cardiff.ac.uk/record/richardsons-south-carolina-equity-cases/
Richardson’s South Carolina Equity Reports,us,"Rich.Ch., Rich.Eq., Rich.Eq.Ch., S.C.Eq.(Rich.Eq.)",https://legalabbrevs.cardiff.ac.uk/record/richardsons-south-carolina-equity-reports/
Richardson’s South Carolina Reports,us,"Rich., Rich.L.(S.C.), Rich.Law(S.C.), S.C.L.(Rich.)",https://legalabbrevs.cardiff.ac.uk/record/richardsons-south-carolina-reports/
Richmond Journal of Law & Technology,us,Rich.J.L.& Tech.,https://legalabbrevs.cardiff.ac.uk/record/richmond-journal-of-law-technology/
Rickards & Michael’s Locus Standi Reports,uk,Rick.& M.,https://legalabbrevs.cardiff.ac.uk/record/rickards-michaels-locus-standi-reports/
Rickards & Saunders’ Locus Standi Reports,uk,Rick.& S.,https://legalabbrevs.cardiff.ac.uk/record/rickards-saunders-locus-standi-reports/
Ridgeway’s Reports in King’s Bench and Chancery tempore Hardwicke,uk,"Ridg., Ridg.Cas., Ridg.t.H., Ridg.temp.H., Ridg.temp.Hard., Ridgew., Ridgew.t.Hardw.",https://legalabbrevs.cardiff.ac.uk/record/ridgeways-reports-in-kings-bench-and-chancery-tempore-hardwicke/
Rights and Wrong in Medicine,uk,Rts.& Wrong Med.,https://legalabbrevs.cardiff.ac.uk/record/rights-and-wrong-in-medicine/
Rights of Way Law Review,uk,R.W.L.R.,https://legalabbrevs.cardiff.ac.uk/record/rights-of-way-law-review/
Rights Workers’ Bulletin,uk,R.W.B.,https://legalabbrevs.cardiff.ac.uk/record/rights-workers-bulletin/
Riley’s South Carolina Equity Reports,us,"Ril., Ril.Eq., Riley, Riley Ch., Riley Eq., Riley Eq.(S.C.), S.C.Eq.(Ril.)",https://legalabbrevs.cardiff.ac.uk/record/rileys-south-carolina-equity-reports/
Riley’s South Carolina Law Reports,us,"Ril., Riley, Riley L.(S.C.), S.C.L.(Riley)",https://legalabbrevs.cardiff.ac.uk/record/rileys-south-carolina-law-reports/
Risk Management,us,Risk Man.,https://legalabbrevs.cardiff.ac.uk/record/risk-management/
"Risk: Health, Safety and Environment",us,Risk Health Safety & Env't,https://legalabbrevs.cardiff.ac.uk/record/risk-health-safety-and-environment/
Road Haulage Cases,uk,R.H.C.,https://legalabbrevs.cardiff.ac.uk/record/road-haulage-cases/
Road Law,uk,Road L.,https://legalabbrevs.cardiff.ac.uk/record/road-law/
Road Law and Road Law Reports,uk,"Road L.R., Road Law",https://legalabbrevs.cardiff.ac.uk/record/road-law-and-road-law-reports/
Road Law Reports,uk,"R.L.R., Road L.R.",https://legalabbrevs.cardiff.ac.uk/record/road-law-reports/
Road Traffic Indicator,uk,R.T.I.,https://legalabbrevs.cardiff.ac.uk/record/road-traffic-indicator/
Road Traffic Law Bulletin,uk,R.T.L.B.,https://legalabbrevs.cardiff.ac.uk/record/road-traffic-law-bulletin/
Road Traffic Reports,uk,"R.T.R., RTR",https://legalabbrevs.cardiff.ac.uk/record/road-traffic-reports/
Robards’ Conscript Cases,us,"Rob., Rob.Cons.Cas.(Tex.), Rob.Consc.Cas., Robard, Robards",https://legalabbrevs.cardiff.ac.uk/record/robards-conscript-cases/
Robbin’s New Jersey Equity Reports,us,"N.J.Eq.(Robbins), Robb., Robb.(N.J.), Robbin",https://legalabbrevs.cardiff.ac.uk/record/robbins-new-jersey-equity-reports/
"Roberts, Leeming & Wallis’ New County Court Cases",uk,"R.L.& W., Rob.L.& W.",https://legalabbrevs.cardiff.ac.uk/record/roberts-leeming-wallis-new-county-court-cases/
Robertson’s Ecclesiastical Reports,uk,"Rob., Rob.E., Rob.Ecc., Rob.Eccl., Robertson, Robt.Eccl.",https://legalabbrevs.cardiff.ac.uk/record/robertsons-ecclesiastical-reports/
Robertson’s New York Superior Court Reports,us,"Rob., Rob.N.Y., Rob.Sr.Ct., Rob.Super.Ct., Robertson",https://legalabbrevs.cardiff.ac.uk/record/robertsons-new-york-superior-court-reports/
Robinson’s Louisiana Reports,us,"Rob., Rob.La., Robinson",https://legalabbrevs.cardiff.ac.uk/record/robinsons-louisiana-reports/
Robinson’s Virginia Reports,us,"Rob., Rob.Va., Robinson, Va.(Rob.)",https://legalabbrevs.cardiff.ac.uk/record/robinsons-virginia-reports/
Rocky Mountain Law Review,us,"Rocky Mt.L.Rev., Rocky Mtn.L.Rev.",https://legalabbrevs.cardiff.ac.uk/record/rocky-mountain-law-review/
Rocky Mountain Mineral Law Institute,us,"Rocky Mt.M.L.Inst., Rocky Mtn.Min.L.Inst.",https://legalabbrevs.cardiff.ac.uk/record/rocky-mountain-mineral-law-institute/
Rogers’ New York City Hall Recorder,us,"Reg.Rec., Rog.C.H.R.",https://legalabbrevs.cardiff.ac.uk/record/rogers-new-york-city-hall-recorder/
Rolle’s King’s Bench Reports,uk,"Ro.Rep., Rol., Roll., Roll.Rep., Rolle, Rolle R.",https://legalabbrevs.cardiff.ac.uk/record/rolles-kings-bench-reports/
Rolls of the Justices of Eyre,uk,Stenton,https://legalabbrevs.cardiff.ac.uk/record/rolls-of-the-justices-of-eyre/
Romilly’s Notes of Chancery Cases,uk,"Rom., Rom.Cas., Romilly N.C.",https://legalabbrevs.cardiff.ac.uk/record/romillys-notes-of-chancery-cases/
Root’s Connecticut Reports,us,Root,https://legalabbrevs.cardiff.ac.uk/record/roots-connecticut-reports/
Roscoe’s English Prize Cases,uk,"E.P.C., Eng.Pr.Cas., Rosc.P.C.",https://legalabbrevs.cardiff.ac.uk/record/roscoes-english-prize-cases/
Rose’s Bankruptcy Reports,uk,"Rose, Rose B.C., Rose Bankr.",https://legalabbrevs.cardiff.ac.uk/record/roses-bankruptcy-reports/
Rothery’s Judgments of Wreck Commissioners,uk,Rothery,https://legalabbrevs.cardiff.ac.uk/record/rotherys-judgments-of-wreck-commissioners/
Rotuli Curiae Regis,uk,"Rot.Cur.Reg., Rot.Cur.Regis, Rotuli Curiae Reg.",https://legalabbrevs.cardiff.ac.uk/record/rotuli-curiae-regis/
Rotuli Parliamentorum,uk,Rot.Parl.,https://legalabbrevs.cardiff.ac.uk/record/rotuli-parliamentorum/
Rotuli Parliamentorum Hactenus Inediti,uk,Rot.Parl.H.I.,https://legalabbrevs.cardiff.ac.uk/record/rotuli-parliamentorum-hactenus-inediti/
Rowe’s Reports of Interesting Cases,uk,"Int.Cas., Rowe, Rowe Rep.",https://legalabbrevs.cardiff.ac.uk/record/rowes-reports-of-interesting-cases/
Ruling Cases,uk,"E.R.C., Eng.Ru.Cas., Eng.Rul.Cas., R.C., Rul.Cas.",https://legalabbrevs.cardiff.ac.uk/record/ruling-cases/
Rushworth’s Historical Collections,uk,Rushworth,https://legalabbrevs.cardiff.ac.uk/record/rushworths-historical-collections/
Russell & Mylne’s Chancery Reports,uk,"R.& M., R.& My., Russ.& M., Russ.& My.",https://legalabbrevs.cardiff.ac.uk/record/russell-mylnes-chancery-reports/
Russell & Ryan’s Crown Cases Reserved,uk,"R.& R., R.& Ry.C.C., R.R.C.C., Rus.& Ry., Russ.& R., Russ.& R.C.C., Russ.& R.Cr.Cas., Russ.& Ry.",https://legalabbrevs.cardiff.ac.uk/record/russell-ryans-crown-cases-reserved/
Russell’s Chancery Reports tempore Eldon,uk,"Russ., Russ.Ch., Russ.t.Eld.",https://legalabbrevs.cardiff.ac.uk/record/russells-chancery-reports-tempore-eldon/
Russell’s Contested Elections Cases,us,Russ.Cont.Elec.Cas.,https://legalabbrevs.cardiff.ac.uk/record/russells-contested-elections-cases/
Rutgers Camden Law Journal,us,Rutgers Camden L.J.,https://legalabbrevs.cardiff.ac.uk/record/rutgers-camden-law-journal-2/
Rutgers Computer and Technology Law Journal,us,Rutgers Computer & Tech.L.J.,https://legalabbrevs.cardiff.ac.uk/record/rutgers-computer-and-technology-law-journal/
Rutgers Journal of Computers and the Law,us,"Rutgers J.Comp.& L., Rutgers J.Computers & Law",https://legalabbrevs.cardiff.ac.uk/record/rutgers-journal-of-computers-and-the-law/
"Rutgers Journal of Computers, Technology and the Law",us,"Rutgers J.Computers, Tech.& L.",https://legalabbrevs.cardiff.ac.uk/record/rutgers-journal-of-computers-technology-and-the-law/
Rutgers Law Journal,us,Rutgers L.J.,https://legalabbrevs.cardiff.ac.uk/record/rutgers-law-journal/
Rutgers Law Review,us,"Rutg.L.R., Rutg.L.Rev., Rutgers L.Rev.",https://legalabbrevs.cardiff.ac.uk/record/rutgers-law-review/
Rutgers Race and the Law Review,us,Rutgers Race & L.Rev.,https://legalabbrevs.cardiff.ac.uk/record/rutgers-race-and-the-law-review/
Rutgers University Law Review,us,Rutgers U.L.Rev.,https://legalabbrevs.cardiff.ac.uk/record/rutgers-university-law-review/
Rutgers-Camden Law Journal,us,"Rut.-Cam.L.J., Rutgers-Camden L.J.",https://legalabbrevs.cardiff.ac.uk/record/rutgers-camden-law-journal/
Ryan & Moody’s Nisi Prius Reports,uk,"R.& M., R.& M.N.P., Ry.& M., Ry.& M.N.P., Ry.& Moo., Ryan.& M.",https://legalabbrevs.cardiff.ac.uk/record/ryan-moodys-nisi-prius-reports/
Ryde & Konstam’s Reports of Rating Appeals,uk,"Rat.App., Ryde & K., Ryde & K.Rat.App.",https://legalabbrevs.cardiff.ac.uk/record/ryde-konstams-reports-of-rating-appeals/
Ryde’s Rating Appeals,uk,"Ryde, Ryde Rat.App.",https://legalabbrevs.cardiff.ac.uk/record/rydes-rating-appeals/
Ryde’s Rating Cases,uk,R.R.C.,https://legalabbrevs.cardiff.ac.uk/record/rydes-rating-cases/
Ryley’s Pleadings in Parliament,uk,Ryl.,https://legalabbrevs.cardiff.ac.uk/record/ryleys-pleadings-in-parliament/
Sadler’s Cases (Pennsylvania),us,"Pa.Cas., Sad.Pa.Cas., Sad.Pa.Cs., Sadl., Sadler, Sadler(Pa.)",https://legalabbrevs.cardiff.ac.uk/record/sadlers-cases-pennsylvania/
Salkeld’s King’s Bench Reports,uk,Salk.,https://legalabbrevs.cardiff.ac.uk/record/salkelds-kings-bench-reports/
Salmon’s Edition of State Trials,uk,"Salm.Abr., Salm.St.Tr.",https://legalabbrevs.cardiff.ac.uk/record/salmons-edition-of-state-trials/
San Diego Law Review,us,"San D.L.R., San Diego L.Rev.",https://legalabbrevs.cardiff.ac.uk/record/san-diego-law-review/
San Fernando Valley Law Review,us,"San Fern.V.L.Rev., San Fernando Valley L.Rev.",https://legalabbrevs.cardiff.ac.uk/record/san-fernando-valley-law-review/
San Francisco Law Journal,us,"S.F.L.J., San F.L.J., San Fr.L.J., San Fran.L.J.",https://legalabbrevs.cardiff.ac.uk/record/san-francisco-law-journal/
San Francisco Law Review,us,"S.F.L.R., San Fran.L.Rev.",https://legalabbrevs.cardiff.ac.uk/record/san-francisco-law-review/
Sandford’s New York Chancery Reports,us,"Sand.Ch., Sand.Chy., Sandf.Ch., Sandf.Ch.(N.Y.), Sandf.Chy.",https://legalabbrevs.cardiff.ac.uk/record/sandfords-new-york-chancery-reports/
Sandford’s New York Superior Court Reports,us,"Sandf., Sandf.(N.Y.), Sandford",https://legalabbrevs.cardiff.ac.uk/record/sandfords-new-york-superior-court-reports/
Santa Clara Computer and High Technology Law Journal,us,Santa Clara Computer & High Tech.L.J.,https://legalabbrevs.cardiff.ac.uk/record/santa-clara-computer-and-high-technology-law-journal/
Santa Clara Law Review,us,"Santa Clara L.R., Santa Clara L.Rev.",https://legalabbrevs.cardiff.ac.uk/record/santa-clara-law-review/
Santa Clara Lawyer,us,Santa Clara Law.,https://legalabbrevs.cardiff.ac.uk/record/santa-clara-lawyer/
Saratoga Chancery Sentinel,us,"Ch.Sent., Ch.Sent.(N.Y.), N.Y.Ch.Sent., Sar.Ch.Sen., Sarat.Ch.Sent.",https://legalabbrevs.cardiff.ac.uk/record/saratoga-chancery-sentinel/
Saunders & Austin’s Locus Standi Reports,uk,"S.& A., Saund.& A., Saund.& Aust.",https://legalabbrevs.cardiff.ac.uk/record/saunders-austins-locus-standi-reports/
Saunders & Bidder’s Locus Standi Reports,uk,"S.& B., Saund.& B.",https://legalabbrevs.cardiff.ac.uk/record/saunders-bidders-locus-standi-reports/
Saunders & Cole’s Bail Court Reports,uk,"B.C.C., B.C.R., B.C.Rep., Bail Ct.R., Bail Ct.Rep., S.& C., Saund.& C., Saund.B.C.",https://legalabbrevs.cardiff.ac.uk/record/saunders-coles-bail-court-reports/
Saunders & Macrae’s County Courts & Insolvency Cases,uk,"Saund.& M., Saund.& Mac.",https://legalabbrevs.cardiff.ac.uk/record/saunders-macraes-county-courts-insolvency-cases/
Saunders’ King’s Bench Reports,uk,"Saund., Wms.Saund.",https://legalabbrevs.cardiff.ac.uk/record/saunders-kings-bench-reports/
Savile’s Common Pleas Reports,uk,"Sav., Savile",https://legalabbrevs.cardiff.ac.uk/record/saviles-common-pleas-reports/
Sawyer’s United States Circuit Court Reports,us,Saw.,https://legalabbrevs.cardiff.ac.uk/record/sawyers-united-states-circuit-court-reports/
Saxton’s New Jersey Chancery Reports,us,"N.J.Eq.(Saxton), Sax., Saxt., Saxt.Ch., Saxton",https://legalabbrevs.cardiff.ac.uk/record/saxtons-new-jersey-chancery-reports/
Sayer’ King’s Bench Reports,uk,"Say., Sayer",https://legalabbrevs.cardiff.ac.uk/record/sayer-kings-bench-reports/
Scammon’s Illinois Reports,us,"Ill.(Scam.), Sc., Scam.",https://legalabbrevs.cardiff.ac.uk/record/scammons-illinois-reports/
School Law Bulletin,us,Sch.L.Bull.,https://legalabbrevs.cardiff.ac.uk/record/school-law-bulletin/
School Law Reporter,us,School L.Rep.,https://legalabbrevs.cardiff.ac.uk/record/school-law-reporter/
Schuylkill County Legal Record Reports,us,"Schuy.Leg.Rec.(Pa.), Schuyl.L.Rec., Schuyl.Leg.Rec.",https://legalabbrevs.cardiff.ac.uk/record/schuylkill-county-legal-record-reports/
Schuylkill Register,us,"ACUS, Sch.Reg., Schuy.Reg.(Pa.), Schuyl.Reg.",https://legalabbrevs.cardiff.ac.uk/record/schuylkill-register/
Scott’s New Reports Common Pleas,uk,"J.Scott N.S., Sc.N.R., Sco.N.R., Scott N.R.",https://legalabbrevs.cardiff.ac.uk/record/scotts-new-reports-common-pleas/
Scott’s Reports Common Pleas,uk,"J.Scott, Sc., Scott, Scott J.",https://legalabbrevs.cardiff.ac.uk/record/scotts-reports-common-pleas/
Scribes Journal of Legal Writing,us,Scribes J.Legal Writing,https://legalabbrevs.cardiff.ac.uk/record/scribes-journal-of-legal-writing/
SCRIPT-ed,uk,SCRIPT-ed,https://legalabbrevs.cardiff.ac.uk/record/script-ed/
Search & Seizure Bulletin,us,Search & Seizure Bull.,https://legalabbrevs.cardiff.ac.uk/record/search-seizure-bulletin/
Searle & Smith’s Probate & Divorce Reports,uk,"S.& S., S.& Sm., Sea.& Sm., Searle & Sm.",https://legalabbrevs.cardiff.ac.uk/record/searle-smiths-probate-divorce-reports/
Seattle University Law Review,us,Seattle U.L.Rev.,https://legalabbrevs.cardiff.ac.uk/record/seattle-university-law-review/
SEC Accounting Rules,us,SEC Accounting R.,https://legalabbrevs.cardiff.ac.uk/record/sec-accounting-rules/
Second Book of Judgments,uk,Sec.B.Judg.,https://legalabbrevs.cardiff.ac.uk/record/second-book-of-judgments/
Securities & Federal Corporate Law Report,us,Sec.& Fed.Corp.L.Rep.,https://legalabbrevs.cardiff.ac.uk/record/securities-federal-corporate-law-report/
Securities and Exchange Commission Decisions and Reports,us,S.E.C.,https://legalabbrevs.cardiff.ac.uk/record/securities-and-exchange-commission-decisions-and-reports/
Securities and Exchange Commission Judicial Decisions,us,S.E.C.Jud.Dec.,https://legalabbrevs.cardiff.ac.uk/record/securities-and-exchange-commission-judicial-decisions/
Securities Regulation & Law Report,us,Sec.Reg.& L.Rep.,https://legalabbrevs.cardiff.ac.uk/record/securities-regulation-law-report/
Securities Regulation Law Journal,us,Sec.Reg.L.J.,https://legalabbrevs.cardiff.ac.uk/record/securities-regulation-law-journal/
"Selden’s Notes, New York Court of Appeals",us,"Seld.N., Seld.Notes",https://legalabbrevs.cardiff.ac.uk/record/seldens-notes-new-york-court-of-appeals/
"Selden’s Reports, New Court of Appeals",us,Seld.,https://legalabbrevs.cardiff.ac.uk/record/seldens-reports-new-court-of-appeals/
Select Cases before the King’s Council,uk,Leadam,https://legalabbrevs.cardiff.ac.uk/record/select-cases-before-the-kings-council/
Select Cases from Coroners’ Rolls,uk,Gross,https://legalabbrevs.cardiff.ac.uk/record/select-cases-from-coroners-rolls/
Select Cases in Chancery tempore King,uk,"Ca.t.King, Ca.temp.King, King, Cas.temp., S.C.L., Sel.Ca.t.King, Sel.Cas.Ch., Sel.Cas.Ch.(t.King), Sel.Cas.t.King, Sel.Ch.Cas.",https://legalabbrevs.cardiff.ac.uk/record/select-cases-in-chancery-tempore-king/
Select Cases in King’s Bench,uk,Sayles,https://legalabbrevs.cardiff.ac.uk/record/select-cases-in-kings-bench/
Select Cases in the Court of Requests,uk,Leadam,https://legalabbrevs.cardiff.ac.uk/record/select-cases-in-the-court-of-requests/
Select Cases Relating to Evidence,uk,Sel.Cas.Ev.,https://legalabbrevs.cardiff.ac.uk/record/select-cases-relating-to-evidence/
Select Pleas of the Crown,uk,Maitland,https://legalabbrevs.cardiff.ac.uk/record/select-pleas-of-the-crown/
Select Pleas of the Jewish Exchequer,uk,Rigg,https://legalabbrevs.cardiff.ac.uk/record/select-pleas-of-the-jewish-exchequer/
Selected Cases Concerning the Law Merchant,uk,Sel.Cas.Law Merchant,https://legalabbrevs.cardiff.ac.uk/record/selected-cases-concerning-the-law-merchant/
Sentencing News,uk,S.News,https://legalabbrevs.cardiff.ac.uk/record/sentencing-news/
Sergeant and Rawle’s Pennsylvania Reports,us,"Serg.& R., Serg.& Raw., Serg.& Rawl., Serg.& Rawle",https://legalabbrevs.cardiff.ac.uk/record/sergeant-and-rawles-pennsylvania-reports/
Session Laws of Kansas,us,Kan.Sess.Laws,https://legalabbrevs.cardiff.ac.uk/record/session-laws-of-kansas/
Session Laws of North Carolina,us,N.C.Sess.Laws,https://legalabbrevs.cardiff.ac.uk/record/session-laws-of-north-carolina/
Session Laws of Wyoming,us,Wyo.Sess.,https://legalabbrevs.cardiff.ac.uk/record/session-laws-of-wyoming/
"Session Laws, Idaho",us,Idaho Sess.Laws,https://legalabbrevs.cardiff.ac.uk/record/session-laws-idaho/
Sessional Laws of Hawaii,us,Haw.Sess.Laws,https://legalabbrevs.cardiff.ac.uk/record/sessional-laws-of-hawaii/
Sessions Cases touching Settlements,uk,"Cas.S.M., Sess.Ca., Sess.Cas., Sess.Cas.K.B.",https://legalabbrevs.cardiff.ac.uk/record/sessions-cases-touching-settlements/
Seton Hall Constitutional Law Journal,us,Seton Hall Const.L.J.,https://legalabbrevs.cardiff.ac.uk/record/seton-hall-constitutional-law-journal/
Seton Hall Journal of Sport Law,us,Seton Hall J.Sport.L.,https://legalabbrevs.cardiff.ac.uk/record/seton-hall-journal-of-sport-law/
Seton Hall Law Review,us,Seton Hall L.Rev.,https://legalabbrevs.cardiff.ac.uk/record/seton-hall-law-review/
Seton Hall Legislative Journal,us,Seton Hall Legis.J.,https://legalabbrevs.cardiff.ac.uk/record/seton-hall-legislative-journal/
Shannon’s Unreported Tennessee Cases,us,"Shan., Shan.Cas., Shannon, Shannon Cas.(Tenn.), Ten.Cas., Tenn.Cas.",https://legalabbrevs.cardiff.ac.uk/record/shannons-unreported-tennessee-cases/
"Sheldon’s Reports, Buffalo Superior Court, New York",us,"Sh., Sheld., Sheldon",https://legalabbrevs.cardiff.ac.uk/record/sheldons-reports-buffalo-superior-court-new-york/
Shepherd’s Alabama Select Cases,us,Ala.Sel.Cas.,https://legalabbrevs.cardiff.ac.uk/record/shepherds-alabama-select-cases/
Shepherd’s Alabama Select Cases,us,"Shep., Sheph.Sel.Cas., Shepherd",https://legalabbrevs.cardiff.ac.uk/record/shepherds-alabama-select-cases-2/
Shepley’s Maine Reports,us,"Me.(Shepley), Shepley",https://legalabbrevs.cardiff.ac.uk/record/shepleys-maine-reports/
Shipping Regulation,us,Shipping Reg.,https://legalabbrevs.cardiff.ac.uk/record/shipping-regulation/
Shower’s King’s Bench Reports,uk,"Show., Show.K.B., Shower K.B.",https://legalabbrevs.cardiff.ac.uk/record/showers-kings-bench-reports/
Shower’s Parliamentary Cases,uk,"Show., Show.P.C., Show.Parl.Cas., Shower P.C.",https://legalabbrevs.cardiff.ac.uk/record/showers-parliamentary-cases/
Siderfin’s King’s Bench Reports,uk,"Sid., Siderfin, Reports",https://legalabbrevs.cardiff.ac.uk/record/siderfins-kings-bench-reports/
Silvernail’s New York Court of Appeals Reports,us,"Sil.App.Dec., Silv., Silv.A., Silv.App., Silv.Ct.App.(N.Y.)",https://legalabbrevs.cardiff.ac.uk/record/silvernails-new-york-court-of-appeals-reports/
Silvernail’s New York Supreme Court Reports,us,"Sil.Sup.Ct., Silv., Silv.Sup.",https://legalabbrevs.cardiff.ac.uk/record/silvernails-new-york-supreme-court-reports/
Simon Greenleaf Law Review,us,Simon Greenleaf L.Rev.,https://legalabbrevs.cardiff.ac.uk/record/simon-greenleaf-law-review/
Simon’s Tax Cases,uk,"S.T.C., STC",https://legalabbrevs.cardiff.ac.uk/record/simons-tax-cases/
"Simon’s Tax Cases, Special Commissioners’ Decisions",uk,"S.T.C.(SCD), SSCD, STC(SCD)",https://legalabbrevs.cardiff.ac.uk/record/simons-tax-cases-special-commissioners-decisions/
Simon’s Weekly Tax Intelligence,uk,"S.T.I., S.W.T.I.",https://legalabbrevs.cardiff.ac.uk/record/simons-weekly-tax-intelligence/
Simons & Stuart’s Vice Chancellor’s Reports,uk,"S.& S., Sim.& S., Sim.& St., Sim.& Stu.",https://legalabbrevs.cardiff.ac.uk/record/simons-stuarts-vice-chancellors-reports/
Simons’ Vice Chancellor’s Reports,uk,Sim.,https://legalabbrevs.cardiff.ac.uk/record/simons-vice-chancellors-reports/
"Simons’ Vice Chancellor’s Reports, New Series",uk,Sim.N.S.,https://legalabbrevs.cardiff.ac.uk/record/simons-vice-chancellors-reports-new-series/
Singer’s Probate Cases,us,Singer,https://legalabbrevs.cardiff.ac.uk/record/singers-probate-cases/
Sir J Bridgman’s Common Pleas Reports,uk,"Bridg., Bridg.J., J.Bridg., J.Bridgm.",https://legalabbrevs.cardiff.ac.uk/record/sir-j-bridgmans-common-pleas-reports/
Sir O Bridgman’s Common Pleas Reports,uk,"Ban.Br., Bridg.O., O.Bridg., Orl.Bridg.",https://legalabbrevs.cardiff.ac.uk/record/sir-o-bridgmans-common-pleas-reports/
Skillman’s New York Police Reports,us,Skillman,https://legalabbrevs.cardiff.ac.uk/record/skillmans-new-york-police-reports/
Skinner’s King’s Bench Reports,uk,"Skin., Skinner",https://legalabbrevs.cardiff.ac.uk/record/skinners-kings-bench-reports/
Smale & Giffard’s Chancery Reports,uk,"S.& G., Sm.& G., Sma.& Giff., Smale & G.",https://legalabbrevs.cardiff.ac.uk/record/smale-giffards-chancery-reports/
Small Business Taxation & Finance,uk,S.B.T.& F.,https://legalabbrevs.cardiff.ac.uk/record/small-business-taxation-finance/
Smedes and Marshall’s Mississippi Chancery Reports,us,"S.& M., S.& M.Ch., S.& M.Chy., Sm.& M.Ch., Smed.& M.Ch.",https://legalabbrevs.cardiff.ac.uk/record/smedes-and-marshalls-mississippi-chancery-reports/
Smedes and Marshall’s Mississippi Reports,us,"Miss.(S.& M.), S.& M., S.& Mar., Sm.& M., Smed.& M., Smedes & M.(Miss.)",https://legalabbrevs.cardiff.ac.uk/record/smedes-and-marshalls-mississippi-reports/
Smethurst’s Locus Standi Reports,uk,Smeth.L.S.,https://legalabbrevs.cardiff.ac.uk/record/smethursts-locus-standi-reports/
Smith’s Circuit Court Martial Reports,us,"Sm.C.C.M., Smith C.C.M.",https://legalabbrevs.cardiff.ac.uk/record/smiths-circuit-court-martial-reports/
Smith’s Indiana Supreme Court Reports,us,"Sm.Ind., Smith, Smith Ind., Smith S.C.",https://legalabbrevs.cardiff.ac.uk/record/smiths-indiana-supreme-court-reports/
