# legalhist.whitelist candidates for OCR digit-corrupted reporter abbreviations
# sample: 1052158 pages (10.0% of moml.page_ocrtext)
# reporter_standard is proposed by stripping letter-flanked digits and
# looking the result up in the current whitelist. REVIEW BEFORE APPLYING.
# confidence is "canonical" when the stripped spelling is itself a reporter in
# legalhist.reporters, and "via-variant" when it is another whitelist variant
# that maps onward, in which case the proposal inherits that entry's looseness.
#
# count	reporter_found	stripped	reporter_standard	confidence	example
1	"Bu7rr."	"Burr."	"Burr"	via-variant	"2 Bu7rr. 1189"
1	"Bur7r."	"Burr."	"Burr"	via-variant	"4 Bur7r. 2"
1	"Bush. (K1y.)"	"Bush. (Ky.)"	"Bush"	via-variant	"10 Bush. (K1y.), 2"
1	"C0h."	"Ch."	"Chan Cas"	via-variant	"5 C0h. 294"
1	"C0h. Div."	"Ch. Div."	"L.R.Ch."	via-variant	"43 C0h. Div. 470"
1	"C0on."	"Con."	"Conn."	via-variant	"53 C0on. 551"
1	"C1b."	"Cb."	"Chan Cas"	via-variant	"10 C1b. 367"
1	"C1h. App."	"Ch. App."	"L.R. Ch. App."	via-variant	"2 C1h. App. 7"
1	"C1li."	"Cli."	"Chan Cas"	via-variant	"10 C1li. 1"
1	"C1li. Div."	"Cli. Div."	"L.R.Ch."	via-variant	"1 C1li. Div. 302"
1	"C1ush."	"Cush."	"Cush."	canonical	"5 C1ush. 488"
1	"C2h."	"Ch."	"Chan Cas"	via-variant	"2 C2h. 146"
1	"C7h."	"Ch."	"Chan Cas"	via-variant	"25 C7h. 361"
1	"C7h. D."	"Ch. D."	"L.R.Ch."	via-variant	"7 C7h. D. 288"
1	"C7on."	"Con."	"Conn."	via-variant	"3 C7on., 41"
1	"C7onn."	"Conn."	"Conn."	canonical	"7 C7onn. 5"
1	"Ca0l."	"Cal."	"Cal."	canonical	"36 Ca0l. 115"
1	"Ca1mp."	"Camp."	"Camp"	via-variant	"3 Ca1mp. 61"
1	"Cal. Ap1p."	"Cal. App."	"Cal. App."	canonical	"12 Cal. Ap1p. 521"
1	"Cam1p."	"Camp."	"Camp"	via-variant	"3 Cam1p. 405"
1	"Cam2p."	"Camp."	"Camp"	via-variant	"1 Cam2p. 103"
1	"Camp1b."	"Campb."	"Camp"	via-variant	"1 Camp1b. 260"
1	"Ch. A1pp."	"Ch. App."	"L.R. Ch. App."	via-variant	"7 Ch. A1pp. 71"
1	"Cl1i."	"Cli."	"Chan Cas"	via-variant	"221 Cl1i. 1"
1	"Co0l."	"Col."	"Colo."	via-variant	"3 Co0l. 145"
1	"Co0nn."	"Conn."	"Conn."	canonical	"46 Co0nn. 42"
1	"Colo. Ap1p."	"Colo. App."	"Colo. App."	canonical	"13 Colo. Ap1p. 393"
1	"Con1n."	"Conn."	"Conn."	canonical	"41 Con1n. 55"
1	"Cow1p."	"Cowp."	"Cowp"	via-variant	"1 Cow1p. 3"
1	"Cow7en"	"Cowen"	"Cow."	canonical	"3 Cow7en, 5"
1	"Cran1ch"	"Cranch"	"Cranch"	canonical	"7 Cran1ch, 116"
1	"Cush. (M3ass.)"	"Cush. (Mass.)"	"Cush."	via-variant	"6 Cush. (M3ass.) 71"
1	"Cush1i."	"Cushi."	"Cush."	via-variant	"8 Cush1i. 11"
1	"D1ak."	"Dak."	"Dakota"	via-variant	"0 D1ak. 170"
1	"D1al."	"Dal."	"Dall."	via-variant	"1 D1al. 210"
1	"D1aly"	"Daly"	"Daly (N.Y.)"	via-variant	"9 D1aly, 144"
1	"D1en. C. C."	"Den. C. C."	"Den"	via-variant	"2\n\t\t\tD1en. C. C. 430"
1	"D1ev. Eq."	"Dev. Eq."	"Dev. Eq."	canonical	"1 D1ev. Eq. 1"
1	"D1ow."	"Dow."	"Dow PC"	via-variant	"2 D1ow. 534"
1	"D1r. & War."	"Dr. & War."	"Dru. & War."	via-variant	"2 D1r. & War. 357"
1	"D2en."	"Den."	"Den"	via-variant	"2 D2en. 480"
1	"D3ay"	"Day"	"Day"	canonical	"3 D3ay, 90"
1	"Da1llas"	"Dallas"	"Dall."	via-variant	"1 Da1llas, 210"
1	"Dan1a"	"Dana"	"Dana"	canonical	"5 Dan1a 359"
1	"Do1w."	"Dow."	"Dow PC"	via-variant	"071 Do1w. 1"
1	"Doug. (M3ich.)"	"Doug. (Mich.)"	"Doug. Mich."	via-variant	"2 Doug. (M3ich.) 197"
1	"Dr. & W3ar."	"Dr. & War."	"Dru. & War."	via-variant	"1 Dr. & W3ar. 06"
1	"E1a."	"Ea."	"L.R.Ch."	via-variant	"18 E1a. 4"
1	"E1dw."	"Edw."	"Edw"	via-variant	"47 E1dw. 1"
1	"E1lp."	"Elp."	"Esp"	via-variant	"1 E1lp. 112"
1	"E1q. Cas. Abr."	"Eq. Cas. Abr."	"Eq Ca Abr"	via-variant	"2 E1q. Cas. Abr. 2"
1	"E1x. D."	"Ex. D."	"L.R.Ex."	via-variant	"1 E1x. D. 20"
1	"E2ast"	"East"	"East"	canonical	"15 E2ast, 474"
1	"E2xch."	"Exch."	"Exch"	via-variant	"7 E2xch. 152"
1	"E4dw. Ch."	"Edw. Ch."	"Edw. Ch."	canonical	"1 E4dw. Ch., 451"
1	"E4q."	"Eq."	"C.L.R."	via-variant	"7 E4q. 92"
1	"E5q."	"Eq."	"C.L.R."	via-variant	"10 E5q. 165"
1	"Es1p. Rep."	"Esp. Rep."	"Esp"	via-variant	"4 Es1p. Rep. 95"
1	"F1e."	"Fe."	"F."	via-variant	"57 F1e. 262"
1	"F1lip."	"Flip."	"Flip."	canonical	"2 F1lip. 88"
1	"F1oster"	"Foster"	"Foster"	canonical	"1 F1oster, 011"
1	"F7ed."	"Fed."	"F."	via-variant	"97 F7ed. 566"
1	"Fed. B1ep."	"Fed. Bep."	"F."	via-variant	"12 Fed. B1ep. 271"
1	"Fed. Il1ep."	"Fed. Ilep."	"F."	via-variant	"123 Fed.\n\t\t\tIl1ep. 172"
1	"Fed. R1ep."	"Fed. Rep."	"F."	via-variant	"134 Fed. R1ep. 628"
1	"Fed. l1ep."	"Fed. lep."	"F."	via-variant	"30 Fed. l1ep. 72"
1	"Fed. l8ep."	"Fed. lep."	"F."	via-variant	"45 Fed.\n\t\t\tl8ep. 812"
1	"Fed1I."	"FedI."	"F."	via-variant	"239 Fed1I. 503"
1	"G. & J. (M3d.)"	"G. & J. (Md.)"	"G. & J."	via-variant	"5 G. & J. (M3d.) 23"
1	"G0o."	"Go."	"Ga."	via-variant	"4 G0o. 4"
1	"G0ray"	"Gray"	"Gray"	canonical	"5 G0ray, 97"
1	"G1ilm."	"Gilm."	"Gilm."	canonical	"1 G1ilm., 600"
1	"G1o."	"Go."	"Ga."	via-variant	"10 G1o. 5"
1	"Ga. Ap1p."	"Ga. App."	"Ga. App."	canonical	"20 Ga. Ap1p. 648"
1	"Gill & J. (M1d.)"	"Gill & J. (Md.)"	"G. & J."	via-variant	"6 Gill & J.\n\t\t\t(M1d.) 250"
1	"Gill (M3d.)"	"Gill (Md.)"	"Gill"	via-variant	"9 Gill (M3d.) 182"
1	"Gill (M5d.)"	"Gill (Md.)"	"Gill"	via-variant	"1 Gill (M5d.) 260"
1	"Gill. (M3d.)"	"Gill. (Md.)"	"Gill"	via-variant	"2 Gill. (M3d.) 221"
1	"Gr0ay"	"Gray"	"Gray"	canonical	"7 Gr0ay, 55"
1	"Gran1t"	"Grant"	"Grant"	canonical	"1 Gran1t, 217"
1	"H. B3I."	"H. BI."	"H Bl"	via-variant	"1 H. B3I. 81"
1	"H0ow."	"How."	"How."	canonical	"8 H0ow. 207"
1	"H1ag."	"Hag."	"Hagan"	via-variant	"1 H1ag. 92"
1	"H1ag. Ec."	"Hag. Ec."	"Hag Ecc"	via-variant	"3 H1ag. Ec., 301"
1	"H1alst."	"Halst."	"Halst."	canonical	"5 H1alst. 168"
1	"H1ill (S. C.)"	"Hill (S. C.)"	"Hill"	via-variant	"1 H1ill (S. C.), 207"
1	"H1ill Eq."	"Hill Eq."	"Hill Eq."	canonical	"2 H1ill Eq. 71"
1	"H1ill."	"Hill."	"Hill"	via-variant	"5 H1ill. 461"
1	"H1opkins"	"Hopkins"	"Hopk. Ch."	via-variant	"1 H1opkins, 3"
1	"H1ow. Pr. N. S."	"How. Pr. N. S."	"How. Pr. (n.s.)"	via-variant	"2 H1ow. Pr. N. S. 211"
1	"H1oward"	"Howard"	"Howard"	canonical	"5 H1oward, 1"
1	"H1umph. (Tenn.)"	"Humph. (Tenn.)"	"Hum."	via-variant	"9 H1umph. (Tenn.) 503"
1	"H1un (N. Y.)"	"Hun (N. Y.)"	"Hun"	via-variant	"30 H1un (N. Y.) 475"
1	"H1un (N. Y.)."	"Hun (N. Y.)."	"Hun"	via-variant	"34 H1un (N. Y.). 471"
1	"H1url. & C."	"Hurl. & C."	"H. & C."	via-variant	"3 H1url. & C. 300"
1	"H3agg. Ecc."	"Hagg. Ecc."	"Hag Ecc"	via-variant	"3 H3agg. Ecc. 76"
1	"H3un"	"Hun"	"Hun"	canonical	"61 H3un, 633"
1	"H7aw."	"Haw."	"Haw."	canonical	"1 H7aw. 110"
1	"H7ow."	"How."	"How."	canonical	"5 H7ow. 665"
1	"Ha1ll"	"Hall"	"Hall"	canonical	"2 Ha1ll, 1"
1	"How. M3iss."	"How. Miss."	"Howard"	via-variant	"4 How. M3iss. 435"
1	"How. P1r. (N. Y.)"	"How. Pr. (N. Y.)"	"How. Pr."	via-variant	"54 How. P1r. (N. Y.) 214"
1	"Hu1n"	"Hun"	"Hun"	canonical	"25 Hu1n, 341"
1	"I1L."	"IL."	"Ill."	via-variant	"43 I1L. 418"
1	"I1U."	"IU."	"Ill."	via-variant	"100 I1U. 63"
1	"I1a."	"Ia."	"Iowa"	via-variant	"9 I1a. 141"
1	"I1e."	"Ie."	"Me."	via-variant	"43 I1e. 258"
1	"I1il."	"Iil."	"Ill."	via-variant	"90 I1il. 320"
1	"I1li."	"Ili."	"Ill."	via-variant	"15 I1li., 418"
1	"I1ow. Pr."	"Iow. Pr."	"How. Pr."	via-variant	"28 I1ow. Pr. 172"
1	"I3Barb."	"IBarb."	"Barb."	via-variant	"51 I3Barb. 481"
1	"I3I."	"II."	"Ill."	via-variant	"105 I3I. 73"
1	"I3Md."	"IMd."	"Md."	via-variant	"52 I3Md. 151"
1	"I3arb."	"Iarb."	"Barb."	via-variant	"25 I3arb. 203"
1	"I3e."	"Ie."	"Me."	via-variant	"32 I3e.\n\t\t\t494"
1	"I3inn."	"Iinn."	"Minn."	via-variant	"1 I3inn. 110"
1	"I3l."	"Il."	"Ill."	via-variant	"32 I3l. 4"
1	"I3nd. App."	"Ind. App."	"Ind. App."	canonical	"19 I3nd. App. 383"
1	"I3o."	"Io."	"Iowa"	via-variant	"71 I3o. 495"
1	"I3o. App."	"Io. App."	"Mo. App."	via-variant	"81 I3o. App. 471"
1	"I3ow. Pr."	"Iow. Pr."	"How. Pr."	via-variant	"30 I3ow. Pr. 107"
1	"I3owa."	"Iowa."	"Iowa"	via-variant	"3 I3owa. 451"
1	"I4l."	"Il."	"Ill."	via-variant	"76 I4l. 231"
1	"I5l."	"Il."	"Ill."	via-variant	"13 I5l. 616"
1	"I7l."	"Il."	"Ill."	via-variant	"18 I7l. 2"
1	"I7ow."	"Iow."	"How."	via-variant	"18 I7ow., 447"
1	"I8i."	"Ii."	"Ill."	via-variant	"1 I8i. 411"
1	"II1un"	"IIun"	"Hun"	via-variant	"22 II1un 95"
1	"Il1un"	"Ilun"	"Hun"	via-variant	"15 Il1un 134"
1	"Il3ackf."	"Ilackf."	"Blackf."	via-variant	"6 Il3ackf. 155"
1	"Io7wa"	"Iowa"	"Iowa"	canonical	"5 Io7wa 2211"
1	"Iow0a"	"Iowa"	"Iowa"	canonical	"11 Iow0a, 14"
1	"Ir. E1q."	"Ir. Eq."	"Ired. Eq."	via-variant	"2 Ir. E1q. 266"
1	"Ir. Ju1r."	"Ir. Jur."	"Ir. Jur."	canonical	"4 Ir. Ju1r. 0"
1	"J. & S1p."	"J. & Sp."	"Jones & S."	via-variant	"2 J. & S1p. 76"
1	"J. J. M3arsh."	"J. J. Marsh."	"J.J. Marsh."	via-variant	"3 J. J. M3arsh. 44"
1	"J0ohlns."	"Johlns."	"Johns."	via-variant	"14 J0ohlns. 304"
1	"J1ohns."	"Johns."	"Johns."	canonical	"10 J1ohns. 3"
1	"J1ur. N. S."	"Jur. N. S."	"Jur. (n.s.)"	via-variant	"10 J1ur. N. S. 182"
1	"J3ur."	"Jur."	"Jur."	canonical	"3 J3ur. 314"
1	"Jo1hns."	"Johns."	"Johns."	canonical	"14 Jo1hns. 325"
1	"Joh1ns."	"Johns."	"Johns."	canonical	"1 Joh1ns. 498"
1	"John7s. Rep."	"Johns. Rep."	"Johns."	via-variant	"5 John7s. Rep. 276"
1	"Johns. C1h."	"Johns. Ch."	"Johns. Ch."	canonical	"7 Johns. C1h. 25"
1	"Johns. R1ep."	"Johns. Rep."	"Johns."	via-variant	"12 Johns. R1ep. 182"
1	"Jone2s L."	"Jones L."	"Jones"	via-variant	"3 Jone2s L. 77"
1	"K0an."	"Kan."	"Kan."	canonical	"0 K0an. 41"
1	"K1ulp"	"Kulp"	"Kulp."	via-variant	"9 K1ulp 332"
1	"K1y. L."	"Ky. L."	"Ky."	via-variant	"28 K1y. L. 303"
1	"Kan1s."	"Kans."	"Kan."	via-variant	"78 Kan1s. 114"
1	"L. I1d."	"L. Id."	"L. Ed."	via-variant	"8 L. I1d. 714"
1	"L. J. B1ank."	"L. J. Bank."	"L. J. Bank."	canonical	"45 L. J. B1ank.\n\t\t\t100"
1	"L. J. C1b."	"L. J. Cb."	"L.J.Ch."	via-variant	"87 L. J. C1b. 445"
1	"L. J. E1xch."	"L. J. Exch."	"L.J.Ex."	via-variant	"26 L. J. E1xch. 17"
1	"L. e0d."	"L. ed."	"L. Ed."	via-variant	"17\n\t\t\tL. e0d. 311"
1	"L1a."	"La."	"La."	canonical	"135 L1a., 19"
1	"L1d. Itaym."	"Ld. Itaym."	"Ld Raym"	via-variant	"2 L1d. Itaym. 1105"
1	"L1ev."	"Lev."	"Lev"	via-variant	"1 L1ev. 11"
1	"L4a."	"La."	"La."	canonical	"1 L4a. 5"
1	"La. A1n."	"La. An."	"La. Ann."	via-variant	"24 La. A1n. 222"
1	"Ld. I2aym."	"Ld. Iaym."	"Ld Raym"	via-variant	"1 Ld. I2aym. 172"
1	"Ld. R1ay1n."	"Ld. Rayn."	"Ld Raym"	via-variant	"2 Ld. R1ay1n.\n\t\t\t812"
1	"Ld. Ra7ym."	"Ld. Raym."	"Ld Raym"	via-variant	"2 Ld. Ra7ym. 1009"
1	"Lord R1aym."	"Lord Raym."	"Ld Raym"	via-variant	"1 Lord R1aym. 725"
1	"M0ass."	"Mass."	"Mass."	canonical	"118 M0ass. 277"
1	"M0od."	"Mod."	"Mod"	via-variant	"12 M0od. 472"
1	"M0oo. P. C."	"Moo. P. C."	"Moo PC"	via-variant	"11 M0oo. P. C. 1"
1	"M0oore"	"Moore"	"Moo KB"	via-variant	"2 M0oore, 342"
1	"M1Iss."	"MIss."	"Miss."	via-variant	"0 M1Iss. 225"
1	"M1a."	"Ma."	"Mass."	via-variant	"67 M1a. 554"
1	"M1acph."	"Macph."	"Macph."	canonical	"3 M1acph. 1"
1	"M1add."	"Madd."	"Madd"	via-variant	"4 M1add. 58"
1	"M1add. R."	"Madd. R."	"Madd"	via-variant	"5 M1add. R. 149"
1	"M1aine"	"Maine"	"Me."	via-variant	"32 M1aine, 524"
1	"M1an. & Gr."	"Man. & Gr."	"Man & G"	via-variant	"2 M1an. & Gr. 899"
1	"M1arsh. (Ky.)"	"Marsh. (Ky.)"	"A.K. Marsh."	via-variant	"3 M1arsh. (Ky.), 184"
1	"M1arv. (Del.)"	"Marv. (Del.)"	"Marv."	via-variant	"1 M1arv. (Del.) 88"
1	"M1as."	"Mas."	"Mason"	via-variant	"2 M1as. 117"
1	"M1as. R."	"Mas. R."	"Mason"	via-variant	"14 M1as. R. 49"
1	"M1ass. Rep."	"Mass. Rep."	"Mass."	via-variant	"16 M1ass. Rep. 35"
1	"M1ass.."	"Mass.."	"Mass."	via-variant	"17 M1ass.. 197"
1	"M1cCrary"	"McCrary"	"McCrary"	canonical	"2\n\t\t\tM1cCrary, 48"
1	"M1cr."	"Mcr."	"Mer"	via-variant	"3 M1cr. 237"
1	"M1eg."	"Meg."	"Meg."	canonical	"1 M1eg. 92"
1	"M1eriv."	"Meriv."	"Mer"	via-variant	"1 M1eriv. 434"
1	"M1et."	"Met."	"Met."	canonical	"5 M1et. 452"
1	"M1id."	"Mid."	"Md."	via-variant	"142 M1id. 112"
1	"M1nss."	"Mnss."	"Mass."	via-variant	"130 M1nss. 211"
1	"M1o. Aplp."	"Mo. Aplp."	"Mo. App."	via-variant	"50 M1o. Aplp. 428"
1	"M1o. App)."	"Mo. App)."	"Mo. App."	via-variant	"87 M1o. App). 316"
1	"M1ol."	"Mol."	"Mol."	canonical	"2 M1ol. 545"
1	"M1ont. & A."	"Mont. & A."	"Mont. & A."	canonical	"2 M1ont. & A. 5"
1	"M1oo."	"Moo."	"Mood"	via-variant	"7 M1oo. 212"
1	"M1oo. C. C."	"Moo. C. C."	"Mood"	via-variant	"1 M1oo. C. C. 398"
1	"M1orr. Minn. Rep."	"Morr. Minn. Rep."	"Mor. Min. Rep."	via-variant	"0 M1orr. Minn. Rep. 303"
1	"M1orrell"	"Morrell"	"Morr."	via-variant	"2 M1orrell, 286"
1	"M1uss."	"Muss."	"Mass."	via-variant	"170 M1uss. 6"
1	"M1y. & C."	"My. & C."	"My & Cr"	via-variant	"4 M1y. & C. 619"
1	"M1yl. & K."	"Myl. & K."	"My & K"	via-variant	"3 M1yl. & K. 383"
1	"M2a."	"Ma."	"Mass."	via-variant	"155 M2a. 52"
1	"M2aule & Selw."	"Maule & Selw."	"M & S"	via-variant	"3 M2aule & Selw. 358"
1	"M2d."	"Md."	"Md."	canonical	"77 M2d. 4135"
1	"M3I."	"MI."	"Ill."	via-variant	"18 M3I. 1"
1	"M3Id."	"MId."	"Md."	via-variant	"1 M3Id. 250"
1	"M3Io."	"MIo."	"Mo."	via-variant	"12 M3Io., 346"
1	"M3Iss."	"MIss."	"Miss."	via-variant	"120 M3Iss. 290"
1	"M3ac. & G."	"Mac. & G."	"Mac & G"	via-variant	"2 M3ac. & G. 7"
1	"M3ad."	"Mad."	"Madd"	via-variant	"6 M3ad. 54"
1	"M3add. R."	"Madd. R."	"Madd"	via-variant	"5 M3add. R. 408"
1	"M3aine"	"Maine"	"Me."	via-variant	"44 M3aine, 286"
1	"M3an."	"Man."	"Mass."	via-variant	"3 M3an. 291"
1	"M3an. & G."	"Man. & G."	"Man & G"	via-variant	"3 M3an. & G. 743"
1	"M3arsh."	"Marsh."	"A.K. Marsh."	via-variant	"1 M3arsh. 507"
1	"M3artin"	"Martin"	"Martin"	canonical	"7 M3artin, 464"
1	"M3ass. R."	"Mass. R."	"Mass."	via-variant	"9 M3ass. R. 372"
1	"M3cLean"	"McLean"	"McLean"	canonical	"4 M3cLean, 531"
1	"M3d. Ch. Dec."	"Md. Ch. Dec."	"Md. Ch."	via-variant	"2 M3d. Ch. Dec. 534"
1	"M3d.."	"Md.."	"Md."	via-variant	"18 M3d.. 9"
1	"M3eriv."	"Meriv."	"Mer"	via-variant	"3 M3eriv. 431"
1	"M3etc. (Mass.)"	"Metc. (Mass.)"	"Met."	via-variant	"13 M3etc. (Mass.) 220"
1	"M3ete."	"Mete."	"Met."	via-variant	"11 M3ete. 112"
1	"M3idi."	"Midi."	"Mich."	via-variant	"3 M3idi. 319"
1	"M3ill"	"Mill"	"Mill"	canonical	"13 M3ill 5312"
1	"M3in."	"Min."	"Minor"	via-variant	"41 M3in. 266"
1	"M3is."	"Mis."	"Miss."	via-variant	"12 M3is. 53"
1	"M3issouri"	"Missouri"	"Mo."	via-variant	"40 M3issouri, 13"
1	"M3lss."	"Mlss."	"Miss."	via-variant	"107 M3lss. 82"
1	"M3nss."	"Mnss."	"Mass."	via-variant	"102 M3nss. 489"
1	"M3on."	"Mon."	"T.B. Mon."	via-variant	"5 M3on. 194"
1	"M3ont. & Ayr."	"Mont. & Ayr."	"Mont. & A."	via-variant	"2 M3ont. & Ayr. 177"
1	"M3oo. & Rob."	"Moo. & Rob."	"M & Rob"	via-variant	"2 M3oo. & Rob. 1066"
1	"M3oo. C. C."	"Moo. C. C."	"Mood"	via-variant	"1 M3oo. C. C. 372"
1	"M3oo. P. C."	"Moo. P. C."	"Moo PC"	via-variant	"4 M3oo. P. C. 265"
1	"M3oo. P. C. C."	"Moo. P. C. C."	"Moo PC"	via-variant	"12 M3oo. P. C. C. 116"
1	"M3ood. C. C."	"Mood. C. C."	"Mood"	via-variant	"1 M3ood. C. C. 52"
1	"M3oore & S."	"Moore & S."	"Moore & Sc."	via-variant	"1 M3oore & S. 69"
1	"M3oore."	"Moore."	"Moo KB"	via-variant	"11 M3oore. 341"
1	"M3tass."	"Mtass."	"Mass."	via-variant	"131 M3tass. 13"
1	"M3unf."	"Munf."	"Munf."	canonical	"0 M3unf. 60"
1	"M3uss."	"Muss."	"Mass."	via-variant	"6 M3uss. 131"
1	"M3yl. & C."	"Myl. & C."	"My & Cr"	via-variant	"3 M3yl. & C. 77"
1	"M3yl. & Cr."	"Myl. & Cr."	"My & Cr"	via-variant	"5 M3yl. & Cr. 177"
1	"M4O."	"MO."	"Mo."	via-variant	"2 M4O. 212"
1	"M4o."	"Mo."	"Mo."	canonical	"44 M4o. 843"
1	"M5I."	"MI."	"Ill."	via-variant	"29 M5I. 276"
1	"M5I. & W."	"MI. & W."	"M & W"	via-variant	"4 M5I. & W. 65"
1	"M5Iss."	"MIss."	"Miss."	via-variant	"80 M5Iss. 43"
1	"M5a."	"Ma."	"Mass."	via-variant	"13 M5a. 821"
1	"M5aine"	"Maine"	"Me."	via-variant	"22 M5aine, 438"
1	"M5arsh."	"Marsh."	"A.K. Marsh."	via-variant	"2 M5arsh. 379"
1	"M5ich."	"Mich."	"Mich."	canonical	"35 M5ich. 434"
1	"M5id."	"Mid."	"Md."	via-variant	"1 M5id. 130"
1	"M5iss."	"Miss."	"Miss."	canonical	"43 M5iss. 3"
1	"M5l."	"Ml."	"Md."	via-variant	"30 M5l. 347"
1	"M5nss."	"Mnss."	"Mass."	via-variant	"6 M5nss. 102"
1	"M5onr."	"Monr."	"T.B. Mon."	via-variant	"5 M5onr. 153"
1	"M5oo. P. C."	"Moo. P. C."	"Moo PC"	via-variant	"7 M5oo. P. C. 133"
1	"M5or."	"Mor."	"Mor."	canonical	"7 M5or. 246"
1	"M5yl. & Cr."	"Myl. & Cr."	"My & Cr"	via-variant	"1 M5yl. & Cr. 312"
1	"M6o."	"Mo."	"Mo."	canonical	"11 M6o. 870"
1	"M7ich."	"Mich."	"Mich."	canonical	"45 M7ich. 313"
1	"M7oo. P. C."	"Moo. P. C."	"Moo PC"	via-variant	"15 M7oo. P. C. 230"
1	"M8ass."	"Mass."	"Mass."	canonical	"98 M8ass. 101"
1	"M8o."	"Mo."	"Mo."	canonical	"213 M8o. 66"
1	"M9d."	"Md."	"Md."	canonical	"11 M9d. 76"
1	"Ma0ss."	"Mass."	"Mass."	canonical	"1 Ma0ss. 261"
1	"Ma1s."	"Mas."	"Mason"	via-variant	"4 Ma1s. 29"
1	"Ma2s."	"Mas."	"Mason"	via-variant	"104 Ma2s. 249"
1	"Ma3c. & G."	"Mac. & G."	"Mac & G"	via-variant	"1 Ma3c. & G. 304"
1	"Ma3iss."	"Maiss."	"Mass."	via-variant	"3 Ma3iss. 407"
1	"Ma8s."	"Mas."	"Mason"	via-variant	"152 Ma8s. 89"
1	"Ma8s. Rep."	"Mas. Rep."	"Mason"	via-variant	"11 Ma8s. Rep. 48"
1	"Mas4s."	"Mass."	"Mass."	canonical	"107 Mas4s. 331"
1	"Mass. Re1p."	"Mass. Rep."	"Mass."	via-variant	"4 Mass. Re1p. 5"
1	"Md1l."	"Mdl."	"Md."	via-variant	"65 Md1l. 5"
1	"Met. (M5ass.)"	"Met. (Mass.)"	"Met."	via-variant	"8 Met.\n\t\t\t(M5ass.) 47"
1	"Mete. (M3ass.)"	"Mete. (Mass.)"	"Met."	via-variant	"3 Mete. (M3ass.) 275"
1	"Mi1inn."	"Miinn."	"Minn."	via-variant	"114 Mi1inn. 471"
1	"Mi1nn."	"Minn."	"Minn."	canonical	"2 Mi1nn. 159"
1	"Mi1s."	"Mis."	"Miss."	via-variant	"291 Mi1s. 72"
1	"Mi2ch."	"Mich."	"Mich."	canonical	"27 Mi2ch. 15"
1	"Mi2s."	"Mis."	"Miss."	via-variant	"24 Mi2s. 208"
1	"Mi3n."	"Min."	"Minor"	via-variant	"22 Mi3n. 53"
1	"Mi3s."	"Mis."	"Miss."	via-variant	"151 Mi3s. 53"
1	"Mi3se."	"Mise."	"Misc."	via-variant	"32 Mi3se. 511"
1	"Mi5d."	"Mid."	"Md."	via-variant	"91 Mi5d. 84"
1	"Mi5s."	"Mis."	"Miss."	via-variant	"36 Mi5s. 569"
1	"Mic1i."	"Mici."	"Mich."	via-variant	"12 Mic1i. 811"
1	"Minn1i."	"Minni."	"Minn."	via-variant	"91 Minn1i. 111"
1	"Misc. R1ep."	"Misc. Rep."	"Misc."	via-variant	"26 Misc. R1ep. 151"
1	"Ml4nn."	"Mlnn."	"Minn."	via-variant	"22 Ml4nn. 00"
1	"Mn1dd."	"Mndd."	"Madd"	via-variant	"3 Mn1dd. 2"
1	"Mo. A1p."	"Mo. Ap."	"Mo. App."	via-variant	"50 Mo. A1p. 250"
1	"Mo. A1pp)."	"Mo. App)."	"Mo. App."	via-variant	"48 Mo. A1pp). 543"
1	"Mo0d."	"Mod."	"Mod"	via-variant	"12 Mo0d. 3"
1	"Mo5d."	"Mod."	"Mod"	via-variant	"2 Mo5d. 175"
1	"Mod. R1ep."	"Mod. Rep."	"Mod"	via-variant	"7 Mod. R1ep. 1"
1	"N. E. R1ep."	"N. E. Rep."	"N.E."	via-variant	"57 N. E. R1ep. 2"
1	"N. E. l1ep."	"N. E. lep."	"N.E."	via-variant	"68 N. E. l1ep. 3"
1	"N. E. le1p."	"N. E. lep."	"N.E."	via-variant	"31 N. E. le1p. 282"
1	"N. Hamp. R1ep."	"N. Hamp. Rep."	"N.H."	via-variant	"4 N. Hamp. R1ep. 191"
1	"N. I1amp."	"N. Iamp."	"N.H."	via-variant	"8 N. I1amp. 163"
1	"N. I6L"	"N. IL"	"N.H."	via-variant	"59 N. I6L 8"
1	"N. J. E1l."	"N. J. El."	"N.J. Eq."	via-variant	"11 N. J. E1l. 42"
1	"N. M1ex."	"N. Mex."	"N.M."	via-variant	"22 N. M1ex. 202"
1	"N. W. l1ep."	"N. W. lep."	"N.W."	via-variant	"25 N. W. l1ep. 799"
1	"N. W. l3ep."	"N. W. lep."	"N.W."	via-variant	"86 N. W. l3ep., 5916"
1	"N. Y. S1ipp."	"N. Y. Sipp."	"N.Y.S."	via-variant	"7 N. Y. S1ipp. 78"
1	"N. Y. S1upp."	"N. Y. Supp."	"N.Y.S."	via-variant	"25 N. Y. S1upp. 3"
1	"N. Y. S8ipp."	"N. Y. Sipp."	"N.Y.S."	via-variant	"164 N. Y. S8ipp. 303"
1	"N. Y. St. Re1p."	"N. Y. St. Rep."	"N.Y. St. Rep."	via-variant	"18 N. Y. St. Re1p. 482"
1	"N. Y. Sul4p."	"N. Y. Sulp."	"N.Y.S."	via-variant	"44 N. Y. Sul4p. 446"
1	"N. Y. Sup1p."	"N. Y. Supp."	"N.Y.S."	via-variant	"15 N. Y. Sup1p. 604"
